ID,Is_Lead
JNBKD4R4,0.04152144
KXDZF3GB,0.07938934
ABA2HHKT,0.045915585
FGA6B2MJ,0.060796376
JWWKUZDI,0.4487074
DRO5HTWF,0.0530212
QDOOZGDD,0.07275548
92BZLK2B,0.069585554
CR36GUWC,0.23682433
5NXTVVU3,0.9930178
QFJFTUVA,0.05238128
KSRX3UVX,0.09209567
ZPBCYQ3N,0.33030152
B8KNFG3O,0.5887248
RD4MR2ZQ,0.17864433
CPSYQUM9,0.06612714
DMKDLQLV,0.060695995
F2NEHKHY,0.3805076
K5GP3HPH,0.057938464
LCZGBSYP,0.3458334
MPDSX9FQ,0.84113765
TB4MGF6S,0.8702117
UDJGXZJV,0.48384526
IERGKISK,0.06373257
EUFKA9K8,0.07009753
QKDDBS9Y,0.99462503
EE4ZKDEJ,0.050207462
87KQXJXK,0.81549263
VCXHYGNX,0.0733325
3WEBZF4V,0.8317142
IZKBPU65,0.09006722
CR96AHMV,0.8850735
X2HEFGPS,0.059013676
AECQHWBR,0.86881053
9RNS3UYA,0.080105595
EAUKBQF7,0.19830365
I5DMA6U2,0.052857917
BAZSDXNZ,0.56140804
JZI9N8WK,0.060796898
DSLTLDHY,0.067407176
LM4VFAN2,0.5342474
FW38TNYU,0.057322208
HW6E5YP4,0.5075666
DWIAFQAH,0.07500251
JS8CISBR,0.8681237
4PTLU2HF,0.28874397
EVS7MKWZ,0.86220163
YD6OWDHI,0.20876624
VG9WMZZJ,0.17341956
XTSI44N2,0.08281552
C5W6VFAN,0.2081274
WAYVCEBC,0.1740096
KITMUZDF,0.06907136
W5GQZPCJ,0.057841346
UVSYUS6P,0.083299406
4A5ANPJJ,0.7972107
BY7UXPDP,0.23366429
MEYOSEME,0.04286496
WVKHJ77T,0.26847327
NBDT4NRE,0.18222299
C5YZNNRG,0.78796107
G24VXBEG,0.84712243
AXMMCADL,0.11831707
HPHTY7X6,0.04417411
GSDCZW9R,0.058965053
X3CXLCPF,0.42923895
HYQJYVAV,0.0778533
F9COZSF7,0.4253183
5VZJBPVQ,0.05384198
8AYVPU3T,0.44377336
FMAMNBGC,0.06450323
X2ZSRQMB,0.27093357
EC3JYKJA,0.111525655
B9TNFFJE,0.031837065
UZSDIQRJ,0.89232886
UTXG5PDF,0.8328616
2XTXFKZL,0.14024739
NFU3GP2Q,0.026050631
XDYDNLRB,0.6266041
GAKLBJXR,0.07241789
BWXTGXMN,0.1610861
9BVEV73A,0.04921734
G6EOSTOE,0.051219177
85QHTWWE,0.04821051
D9HLRRGW,0.15911956
6E9XHFDZ,0.06364591
F4TQDNTW,0.22071888
YXAMJZUH,0.05434439
JCQKKQQC,0.04765502
9SBWYOVA,0.056451708
FIHTAW8S,0.022288445
XUUQGJAO,0.45453772
5GNWOHI8,0.050863117
PQSBHHD7,0.21344633
FBUZDHPW,0.07085603
KXWPHVW3,0.063157976
A9BTCVDS,0.32537973
269BHKMM,0.36865905
5J7M6QC2,0.0579002
JDFCTRWM,0.17900755
UWXDRKZT,0.015014071
ZLQG2AB6,0.5275148
9JKUXIHJ,0.46099752
POCSTV2G,0.027484471
HVVFPKV4,0.13856557
NERPZ54Y,0.22679493
2SBJKFDH,0.053698935
O2MNVDEH,0.053761244
6C5FVHEF,0.89209455
BEXMMJIY,0.1899136
8AUFFDGD,0.06517149
J4FUDV3H,0.053310107
8M8MSTWV,0.06436341
IZSE2RSE,0.04620984
KLH6EBN2,0.059893467
XOUOU355,0.23181552
KCHGWMXY,0.056216054
2XEQLFMK,0.84546006
IHYRUQUV,0.05191611
KR6TYSFU,0.060681466
QUKKURG6,0.060927857
F5PPF6UZ,0.81626797
ROU6AV9W,0.9101692
G4AJMYDS,0.060992245
S4OZGE7T,0.18353501
WS3TZMSH,0.044819232
M2IVHOZO,0.04775833
MM7P6NCO,0.14542907
M8HRCZAY,0.06622401
FZPRGCYU,0.8331091
59VJKLSH,0.062592655
HFDR4H2G,0.03895601
B2T9NILS,0.07280507
NSPXDIYB,0.053636078
9ZTN8QBW,0.8330715
MXF6CMPE,0.48178437
5QYWQFSH,0.018417446
AYCCVF7U,0.5624727
QNBDKKN5,0.059758756
Z7VX9MWK,0.04415236
ZHGXRS7D,0.31120947
BQUVYNTT,0.24565709
FDQZTY2D,0.0580356
CACQTKK3,0.8672678
SOK3EZVP,0.040013477
N4K5WEMS,0.10547238
V6NVNVRA,0.82959515
BEJH9LVT,0.06652224
NFUY2DZY,0.83511424
HEYNK8V4,0.13411123
XDSB96YV,0.07213528
GGZSJ3BJ,0.027484471
DLN92NK6,0.057895355
IGYATCKT,0.10389985
BIXWAGVH,0.08333334
ILCEBLMF,0.061587162
EDSKGYNM,0.14795075
YYVC2KMV,0.051085904
3TR6JJAT,0.06824228
W4WWJGJT,0.07799593
BVPHIAQQ,0.84856343
EMSGVSTX,0.06267056
22SATBMR,0.055145744
XHWEVZ66,0.24999887
L8CKHPCE,0.05727254
6HTWRUFY,0.053625397
DKHWKX8P,0.044766318
JHMZFK76,0.29508546
SJ2ULIQM,0.052485604
X9AQVKXV,0.058260404
ZRSG3JAZ,0.02991149
NNHCVEJO,0.54675233
G5QTSGJL,0.05860063
UQ8NAYGT,0.04890655
UYX6NKMT,0.053143587
AZMCDSEX,0.056445774
RVNSM4WJ,0.033925183
8HZQ9CKP,0.44173148
FTAXH9AG,0.06252723
JC354RQH,0.05529544
XRTW8POX,0.054027952
JVU6PNYY,0.82248425
KL8HJGUP,0.03667318
J2MPXJQA,0.048816346
AV7HJJX8,0.05329966
IHTKNKJQ,0.99165124
CP8TJC4W,0.51717335
HEMYYIFZ,0.06699894
YFDN96TB,0.05995209
JQJWXXVG,0.33921176
5SFGEPXR,0.88609594
BWCNIPMP,0.032337148
P94CRCE5,0.056769036
2YVZROBL,0.07910667
IYF2JQSA,0.054931793
A5MOQAID,0.059758756
DOROAIEA,0.52851635
L9HWMPSU,0.7317805
EYYQQMBY,0.48997498
9ATNLSPE,0.53835875
MJWZHGRG,0.74865484
HXGAL8AW,0.06357947
MNKU3DMI,0.52764124
CTXF6SCN,0.0446945
3QDGOSZS,0.061306953
VJZGA8DS,0.0841117
WJMKR4PX,0.058859877
DIAK7EVM,0.052046623
QZROZYT8,0.075098634
P6AAC4VG,0.783434
AEYTXYMH,0.07901172
G7AYIXTK,0.21556304
CUTS87CT,0.4885749
9ZYBRSLF,0.7517324
UA4RMAAG,0.8950408
NKNOW84L,0.83191925
WEWMVSTX,0.072634734
I4K36GCK,0.08626078
AA8GFDCD,0.39711267
NNGRXDLU,0.27287483
BSZJPAPF,0.8990371
ZFQRUTWL,0.82201654
IEHLGHPS,0.06826511
6FBPTU6F,0.8573399
MFBBPXMG,0.05990398
4K9ERRRS,0.40700302
ENZWMXAX,0.31344163
EQF9XKHR,0.06532886
WOFXBDWR,0.0482872
ASOPFG3W,0.60543776
NZKRE2ON,0.2925499
9ULPAHHR,0.43024302
FCKF42TM,0.47040284
EA9BJTYB,0.08898305
K2DGCWUQ,0.051753767
GJLB2BKS,0.46385124
M9RZMRMP,0.05219842
HTA8XMMX,0.49813777
RHJD7XTL,0.45592886
KKPY4L33,0.33859852
2ZUKDZ9F,0.10108825
GUYUM3DD,0.28272894
GGS26BZG,0.46412992
75QPFZTJ,0.048906
J7ABT8D3,0.1005918
7GREKDI8,0.17967519
AGK59U2F,0.82288504
GAJMIUHS,0.08884162
HGH4GSZK,0.2712977
ZQM9GTVF,0.024460474
VV6HDHY5,0.055911094
EVPSV5JP,0.05384198
ZEPWPNYQ,0.06257908
DBRLE7PD,0.064125344
MZJ6KFXW,0.24367991
N23COQX4,0.030198215
WKJBDGQT,0.07855249
BWYKQG9G,0.056736913
G8WTXEJG,0.04663224
EKIYQRQP,0.057185076
CLLDENIK,0.07198166
KXZZL4YD,0.4662837
7SSB9JEF,0.17243493
3VLXWEAW,0.06822068
HRRCSQFT,0.048548583
BIU5AUVQ,0.19185455
C8GPCDLI,0.059772618
GUEDDGGZ,0.21631722
RYTDZRFZ,0.27685258
VYPNFFQX,0.25808796
LUQDDXDQ,0.866936
CCHJ2TU5,0.4515285
GBDNPAAF,0.057242487
CHQJWVHS,0.06435015
YNSUHZCD,0.84090775
XZR8APPW,0.056430023
AHFSA2ZV,0.86108434
MVAFOFC6,0.8207009
NKHPRKEF,0.06344505
CQS9HUFL,0.062748745
JHD45CYY,0.17104311
9KYQQHRT,0.17639104
GKVY3UUA,0.06560196
GJZJQHX8,0.0448403
HUE7JRWF,0.4600486
HNYRBMYZ,0.49586466
V3UWH3ZD,0.40385744
MKXJVASG,0.3971576
ZNSF3ODX,0.8313795
AKRBG2ZK,0.058584955
YUIYPDPZ,0.13979086
NDFFTQUW,0.83327293
UPJZDDTD,0.14336194
GAREG3AB,0.064049296
WB6ZTTHF,0.03338917
ZEHQSPD9,0.070704035
JOE22DYK,0.039296377
35QGEKAB,0.47425875
CBNFGWDR,0.25728655
NQLBIWEJ,0.3039918
MHMQWDVF,0.24727534
3C4D8EBR,0.23503074
VKD6IBWK,0.04975309
E6DMNFBU,0.053310107
KMRNSBRD,0.43979374
9Z9PWWEO,0.3957631
EFG4MZN2,0.83191925
KBI9PEXY,0.45311755
XBOMPBHX,0.047291845
K7Z3DRG6,0.17311749
2L6JTGQV,0.21329397
MGFDWKR6,0.06606022
52SGXZWQ,0.14122827
KQSTVQKS,0.9065152
3CN6LWYS,0.8665529
QCGKNF4P,0.072523914
LWGPGHG2,0.18436083
VN9XFBLE,0.049661864
ABDMTH6K,0.14774525
7QQPOK4H,0.05709701
REFW9HR6,0.06030845
GSBLTLGQ,0.2228109
TA6YY4NH,0.05707821
IQCVHEFC,0.05735994
BMQWY8OJ,0.023548203
KK3MGQNS,0.15000251
44L4JHXM,0.023441434
DRQHF788,0.2331122
J28VDGET,0.40430292
DAPXVR8S,0.560931
BSMTMGTN,0.07365008
MRAA6MMX,0.73839027
JHGQRDWB,0.04993177
NYSSKHTN,0.44138223
AXG6LJN3,0.050543565
ZVRP6A8D,0.03530733
4MZFZIJC,0.038555823
IQNJSI7P,0.9862531
H3MPNXQE,0.1351411
RE2MTJYH,0.04684763
ZEUEPIJA,0.5222222
GCGX7LAN,0.37528253
FOQK5TBQ,0.20965518
LPKVFGJP,0.047518354
HD7CBBEX,0.34079894
LGB2SXG7,0.30229682
KSVNGD34,0.056075856
CT8BCKQU,0.04303674
3MB4THGG,0.14215167
36PPNMRI,0.09945669
FFC9RG3L,0.19233935
XV4BXBQI,0.50229126
QKN9P3JN,0.1412837
OW7MQGQC,0.17384924
8ETMGJLZ,0.15930635
QHWXAPWV,0.16461675
3AZGGKY9,0.05630075
XFWGWTTG,0.14863198
5XXVDAUF,0.04744115
TZCD8FSK,0.22157899
LHDRM7CJ,0.2308471
MGFGW7QW,0.066285014
53Y365UF,0.19203213
LACY4M3E,0.067407176
IS2XGUOW,0.038464844
ISXEGEIV,0.06280567
DUZYXMBV,0.28171238
LP4EP6DN,0.0493081
XSXD4H4D,0.10590423
I5SPB5YT,0.10239445
UGB3D8XN,0.05705197
8QKMTGQY,0.18510373
FHQMSPHH,0.765845
BEE6KKPZ,0.29667512
GO5WBGUJ,0.061122824
WBDFHMFE,0.056021288
T3XXWM2T,0.10797863
XVYHFV42,0.83539444
D7HBMR3S,0.19259566
CZ56WPZ9,0.027966492
8ANUEDKM,0.1833418
XFXHRDA2,0.83879924
EYT6NZFD,0.054994542
CVEIXPNQ,0.1439603
HREF5SCM,0.05863215
CJWA9UZ2,0.12966943
E5QGJGWE,0.20419344
THCHPJB9,0.20778243
ZNPOF23H,0.41840768
ECXOEMQK,0.048046343
AEYT44BR,0.065175176
GM9EQ6WN,0.21267521
6WIHHRNX,0.030871287
X25KTMPG,0.09512716
IXUYUW23,0.053625517
AWVS5W3T,0.18574643
GCHWXCRJ,0.89175534
6MRKRSWU,0.06780537
KXDRSE8M,0.06964655
MU4Y2MZN,0.054974552
GH9JSCQ2,0.06236251
TAZVW2QY,0.37618533
KYUAYJID,0.5222888
HJA7OYJC,0.05650076
ZJFT9PQW,0.19557558
X8GQGRVZ,0.0623016
JBPSB8WC,0.13029335
QWGBYYVK,0.8133754
4WMX964K,0.026544672
MFLJCWDI,0.884523
9U2QMJH2,0.0895618
NGQNPN8V,0.1507246
DEGQCF6O,0.5485785
3HM3HHKS,0.269819
LFWF5RTV,0.8080166
FTMFVTXH,0.13174601
LTVZ7VJD,0.036182333
FENE3RKR,0.04955024
DRAJFKQP,0.03403762
HINH8N8J,0.040858842
YFVO7FTY,0.96274143
FEXSDM9U,0.8366957
MUTTWTA6,0.049376585
BTAPJQN9,0.35545078
NORTHBX5,0.8235928
TB26STAO,0.31983092
QEQLKUWR,0.06369154
CXIQKWJH,0.05300758
INBHQOC7,0.95832044
QGBPO9EC,0.23731165
JGIDVUMG,0.9920649
BYQOEPAD,0.70455235
OQWFGGJY,0.08471834
3FQTCRXV,0.09715866
GFZGWYST,0.5239253
FBSWPWAV,0.14499258
K8D2PXWT,0.08599739
KHFXX9MU,0.0470052
6BLEEIZG,0.05747353
JURGLVJC,0.056002673
3VPFCQGI,0.0357336
4SAVCRSI,0.15453275
TF3UX8TX,0.40883178
GEPJVR42,0.0404238
EODE4KPJ,0.040574864
FFZQQJRN,0.1681651
7TCNBGJG,0.37212268
EWMGZMQW,0.05773929
GDQSV4TK,0.06302711
GJCW8F8I,0.7893649
NJZTWRAK,0.46888125
LFIRPRSK,0.066269316
2H7EXAAZ,0.85667026
FBC5ETCC,0.030247957
JSSPNTAY,0.5732797
LE63MXWK,0.17592931
7ZOQ2X27,0.86246747
KHEAGXEH,0.06281558
P3DYHQQS,0.24774617
YHYK9AY7,0.099810325
CMSGIP5V,0.057657365
HH3YXJNZ,0.37233838
SI5ZCPSS,0.07068015
8ED66YJ5,0.38172123
QGSLN43C,0.14657675
YZROPSXS,0.4441664
DMERHHQM,0.8052835
YTRBRRN6,0.09619402
E8A2NAEZ,0.07754973
GYUMT9YY,0.055296965
XBSZFS8C,0.050842114
3BGLQPHY,0.1833418
NCRLIYTB,0.108044736
RSZQGKKM,0.057841346
ECPW2ZBU,0.8554847
PCITOTUU,0.052001804
NXBPOZGV,0.3024481
BTCBNEHD,0.57315886
AOJ39FVK,0.13896109
7GVPWWAO,0.05570002
82YPSPZU,0.04942947
MVZFNNNE,0.20951396
HXQ6GMJQ,0.12035204
BN3HNFVG,0.053197958
TKSYMBGM,0.05074334
APG433ZK,0.1412837
ZXJZRSQ7,0.029721731
ZAXZKM3D,0.16892703
8QXUDEJR,0.41653317
JHBQ45XX,0.24618262
RVGWACAD,0.045690745
WF2ND7YL,0.227872
VJMNHPDZ,0.9357672
5SLCVTGB,0.35934645
D8RTIWGE,0.4585399
II7L6UYG,0.15714173
AEAUAUDW,0.04691093
IXDKBBWP,0.06201568
989B5NJY,0.07553357
8FZ6GZFX,0.059273437
ECTWW4GH,0.04310301
CS8NSUHI,0.022382455
6JDYE37G,0.04361397
K2MJVONN,0.020770678
MPIFMXUV,0.994779
3SM43P6D,0.055296965
BR9NPIBD,0.8463771
8ESUWAGH,0.37384033
PWH7VQZA,0.11836544
AABXQ3VB,0.09542993
GGRVKJSH,0.1625897
TG8BGA3R,0.26794714
FMXDKMGB,0.053326853
BKYTCHN3,0.046033304
8QMBJK8P,0.028644212
CXZGB4DO,0.06279599
F3KKVQLJ,0.076256104
B47EQJCQ,0.1401482
ZBHKBBDW,0.50804526
H6Q248BS,0.058031432
TUYBBV9I,0.056436393
FEPCE9Y5,0.17677113
6QVXUBHV,0.05995209
2XE88V5A,0.060812946
LT4Z8PPH,0.7857577
NJ4UDYOF,0.0669143
B5BQLNCF,0.19826229
IUVFQ3LB,0.98940533
CLPSF6FD,0.03112459
VUWSYUMB,0.045266364
TVJBWWRG,0.38056993
LUJQMQID,0.9658842
SRMRAW5L,0.8342254
CXTEAP78,0.16804156
WEK86HP2,0.36676386
HGPXG4PK,0.447543
3MUMDQ5N,0.06749675
GIJ95VST,0.42193118
PTWFXOJO,0.18011071
6ZOMPZG4,0.0457268
XVFRMGRG,0.052730236
8MUMDRWQ,0.02642628
NNLD4UN3,0.1584971
5BDFIA6D,0.08384441
LBWR7RLA,0.11929202
COE7MKZ3,0.4231934
KR2WOGZJ,0.06697899
9C5PPNK8,0.05815049
QADECAWJ,0.041651998
BCIQFUEM,0.18966442
FINAZEV4,0.054286
IXCQ7VZG,0.11042053
C6ZEUVYS,0.039777044
QXNVSN4I,0.06035188
CEC4XTGC,0.86269516
H69CLMHM,0.029031334
62ONAXED,0.6754818
TRXTTTM5,0.058921017
BMESNJMU,0.052325107
JZ5HPYLH,0.057680156
HSCSSLZY,0.029573496
KALOGZCE,0.044382475
ZOP45WOB,0.08257406
WIWRST9A,0.74669945
KK6BN7F6,0.100205146
5BYFMTYK,0.16338898
4CJXCWZZ,0.06257908
JDP488ZV,0.32030553
JGBYCFGP,0.19630401
ELF8WYRU,0.06222111
T3BXLBYC,0.05897816
DZMWC4HE,0.35504323
ZWWCISHH,0.09677565
7VPZAJQ8,0.46881583
6BHVATWW,0.032358363
6RLEP6DU,0.05493031
BKZUDUNJ,0.06122157
LY6ZVPPP,0.056396235
AGTFRVUC,0.056988414
ISTNRF5O,0.8422307
VGKSNV8V,0.17883544
ZKFTHSRM,0.043005243
MMNQLDNV,0.8640493
AWHX8H7E,0.17817633
WHWHBBBZ,0.20688285
SCP9ESKS,0.20688285
DJCTHWKN,0.14019285
Y4ONML9S,0.14038596
HAIRRUWG,0.8474145
GJWVAB9H,0.48469922
GXJIQKA7,0.3195005
GMDMSCPP,0.053643838
55JURKTZ,0.25583965
HPUQKCAW,0.82152635
NYWPRG44,0.16909812
GOZBDWRY,0.8368769
6TEZEVZ6,0.12849559
52WJD5MG,0.38777423
4TEKMJZU,0.15725252
FC9JAFAE,0.05439115
AWKPAADA,0.85974383
WFTBEKAU,0.30103967
G7JHNMTB,0.056279585
GZN8VCO2,0.052944522
6RWDKGSB,0.05323541
GC9TZ7AZ,0.04663224
4X7REKST,0.6968763
IWGXUU84,0.27432695
UNRE8EPB,0.041967433
4WONFZHW,0.046029303
AVHVUBN5,0.82864624
JW6WGWE2,0.056292515
I8N2CNCK,0.27535716
STM5E4DV,0.20704293
FCUTH2M6,0.12712914
HDPCTQS7,0.055288807
IUGRWQC9,0.06533579
YUKE7JXM,0.03286425
8FVN4MOG,0.066298224
E7VJXZOM,0.023474569
GLMSMI6V,0.06120624
NKHT8XUC,0.18374678
PBTR54HB,0.04283436
XGDTSVVC,0.05326879
GJAEY8GA,0.37282568
S7DA4J9B,0.89587176
FWLR6RRX,0.06678396
VQBFUJJ3,0.5018074
URNWJIQP,0.04151538
NMSUAJID,0.8840501
QFLW75SC,0.0666413
TO9HJIYL,0.052690048
FEXHNIY3,0.023234554
ZAT2RWMK,0.03564809
E8WXOFWE,0.057618517
CUHLABWM,0.04723883
5EWCC542,0.0667554
YJ7J8CQ2,0.016434297
QUTS4K93,0.8955813
F8HS5ZQE,0.06593501
5MYYMDR6,0.07585784
JBHNK7GT,0.0725358
LGCR54KA,0.020310633
9HVHSFXY,0.056711346
IEHF35MP,0.22137806
NJOVAR9K,0.7762705
T5VQY8AH,0.55529445
WX3FIVCH,0.027023122
DDWQZKSN,0.83091396
J6LAPPMN,0.06867212
NXMZDYO7,0.06018497
JSQ4STTB,0.44823754
ZLOZHWNK,0.04119134
G64BAJTX,0.060435418
SIUCZFIN,0.07803879
JCYUFNL3,0.0493419
D2RUHGMH,0.03550311
CGANNPDZ,0.05268321
KZ5QUMAM,0.8801683
SPUXH4EG,0.15057023
PAFBT8MY,0.14525758
EJXS2EA3,0.5289784
NBMJXRD4,0.14127845
KDJZS5TA,0.12975885
MKLIDAMD,0.033460308
ZLWQHUJQ,0.14493339
FVAEFMCO,0.19698435
2K3OTEQA,0.12295516
KHPWDS7M,0.048444692
BNH5WGKG,0.057430618
KVQTAXPW,0.29394743
CDHUM2EH,0.05485004
6VWN9ZDN,0.15415926
YDXTJ3FD,0.087071426
ID7R6ROP,0.074135125
E6YP4HUG,0.8319606
UTLJG334,0.85913175
5U6C5TQO,0.47505394
DTCQDJPZ,0.17255796
TEBS66VM,0.84375924
UKJCXFPK,0.054254193
WPCKFYF4,0.056445774
SHUTG4ZA,0.05583737
ZKIA9IRN,0.057868827
X4CJUWTQ,0.059089564
R4AVLPKN,0.054494727
PNGBSCAN,0.28252003
SAECDDV3,0.19382738
7XT8YYUE,0.05032014
EUUNJBUH,0.251185
UXYHS3LY,0.3659151
MMBURAFW,0.15133996
28RSBXJB,0.11987237
9G9Q3PJ9,0.043902084
K5LGAMWA,0.8506037
4OQWYYUH,0.052429494
HFCGBAKW,0.24118
4BHT9S7X,0.05435891
L7UF85VS,0.056256212
URI35XFP,0.057207398
5KG6QPVK,0.02479072
FBDWV7GE,0.7620415
VRVMJK8I,0.06832547
RRRECBJ8,0.06029204
SKFCKLPF,0.060169123
FULQWJIJ,0.42523772
QJY3E9UE,0.91271615
MLUDNTQJ,0.037629385
82NIXQMM,0.09614128
S2LZ69GE,0.15658185
LZV5VJ3E,0.060812946
6ZQXA84H,0.056021288
QEW399ZO,0.39731812
QX45L9X2,0.06997324
JI5LF5F9,0.0631636
KDZV4CZW,0.05883083
2BHMBZYE,0.17567803
GSNHVAFF,0.14437535
4RPZNZL5,0.05990398
ISJR7LKD,0.30117851
JKW3SQGQ,0.08112616
QRDQDXGA,0.02849523
G4YVZDVR,0.060917206
5E5CZBZL,0.05990398
EJEUTJLV,0.06664822
FNFHGGVJ,0.06797348
BD2AOQUI,0.5697639
CAM46IPS,0.91531026
BDLWF2UE,0.8400074
DYCANXYX,0.06109437
VGV4D4TG,0.93736416
3TNESPJG,0.84160435
B8G9K3SG,0.14592436
ZIBPXTPM,0.028334009
DKT9NKNZ,0.050141398
BDVNNBRK,0.032248486
QNMWQTOG,0.5044821
AQWBWNL3,0.05627077
MT82FGC7,0.3053632
EVM8NUVP,0.13882631
BKPWBM76,0.12683433
3GGYTVZG,0.04401197
CVIWGSRW,0.84055525
NSJ9RM6W,0.9044342
MZGPXSAQ,0.15501787
NUSMAQAY,0.058176737
BH82XC6Y,0.02862431
ZZ4UWIXW,0.047985524
DWJCX6SX,0.06094568
ERES8BQJ,0.058031432
9GMYJ3LH,0.04907413
VKDNAB5P,0.042895265
GZSIUGEA,0.034791306
TJHB2ISQ,0.27451813
EZQ42DNF,0.029778417
AXNTFJFM,0.050290808
OQM5CXG5,0.059967205
EBVT3LTJ,0.18533963
ZHEH3MBA,0.3010057
2HU3HDJT,0.118706845
ER4C2QGT,0.057670437
AZRDM8NU,0.058652736
HMFBA98R,0.030915797
QV4MNBXG,0.087193534
M9Q2BGD4,0.055296965
QNRZBZDF,0.15259947
BUDX4S4V,0.04927293
DCW9XHMA,0.044711616
WSTUYPMQ,0.3636964
K5BOV7EJ,0.055128668
RAQPZYQZ,0.35464945
ZIASFNHA,0.19915873
EAXFBNHX,0.17985795
YSFOKUDG,0.06328007
MVW7Q7YB,0.15813729
S9YP7MZK,0.9503321
HJB5PBP2,0.05498425
L69FQUCT,0.07967574
29D34TZT,0.054763522
3QHSAYJU,0.18571466
FBOSHDZE,0.17650315
BRS5JKG4,0.024206607
GYAIAQMN,0.05969229
DZAIGHU8,0.246551
R3QMZTJQ,0.1363879
W5YGUWSK,0.15109654
NOK8O2CT,0.15115425
5GIEUB6N,0.14365989
V9QSSA9R,0.13269678
YMGHGRVM,0.036594424
GAZN62BA,0.4231934
4O5SUGPS,0.17749888
IKFB3DCH,0.07932322
BPPZ6HFV,0.83696824
PAVXMRGY,0.17864433
7ETBB4SR,0.5120227
AU7FHMGN,0.47312018
E3A9UZVM,0.06612714
GRTPKZLR,0.2667971
QTXGGEBW,0.055327497
DTCG4JTW,0.046077058
7FIBM6QN,0.058031432
4XYTW3YY,0.40952805
IO87FMRH,0.04015967
HK8JEDJP,0.8397426
XUA8YJTB,0.18477923
RNWZ5YJ5,0.1560908
5G237EFH,0.5018746
2CKSNYDP,0.058687683
YR3IPNNC,0.05585301
P57KJFGH,0.056445774
R6K8TCY4,0.0650792
HRP4BJAB,0.050260503
8MTPHBUJ,0.057147156
ALTG4TRC,0.030892946
WCPQXIIR,0.094773956
BI9NQFPU,0.029160859
UFF85ST3,0.23388611
8OK2HE6Z,0.8350816
HVF7ACC2,0.060219936
AAKLW7W4,0.17496791
KDABYOTN,0.14141482
IJBP4P7E,0.43408594
N3PKOPOG,0.06357947
8X9MUESG,0.27643898
ND28G4SX,0.05520589
DYABFUIQ,0.55247825
H7GMDKGE,0.36306
HD7TKLBT,0.055400617
EVPCRZAD,0.0765494
ENFKFYHX,0.07578706
JLEEMJEW,0.85276115
DXBZ6JNH,0.052622776
GB9DQMNW,0.81567127
FPPGWJXJ,0.060796898
4HIGHMVG,0.10919689
8WKF4JZG,0.10447551
CVQ7TAMA,0.053110953
4CUNSKJV,0.18409492
A5GEYBJM,0.33578247
2PPWBTHM,0.046632327
EWVWB9MT,0.040522296
KEDVEKOJ,0.27149925
DZXYOQND,0.06301304
KMOGELKZ,0.21586134
BSQF72Y2,0.06378287
HVB7BQZN,0.06570562
JZBYRQJE,0.07706001
SRHSUJGO,0.865664
MXMWNWTW,0.3891594
N9FZQO7Y,0.063785665
KRXY9UUL,0.05200835
JPIAAVIK,0.85481757
YOKCIKRX,0.030610645
3JUMNY7G,0.035200406
KFUFGHQC,0.05839933
ADPJHEMN,0.20134555
SAHWN9JD,0.059273437
RBCYZZ7J,0.030726025
NZZVGCDR,0.065311216
TPYFJXTE,0.02799117
7FV7RZXP,0.13594408
ED7LNZAS,0.05463376
FM2R2AQY,0.06533633
JYFPY5SA,0.058724716
UASVMDTQ,0.29864097
6ZTKVZLG,0.05834778
JV8TEVGJ,0.82428175
RQPAYXGU,0.46437004
JXMSNUNN,0.027363015
RMMQWRNQ,0.11501853
ZROR6Y2M,0.115432665
VEHDZATG,0.060902543
OSFUSY8Y,0.060927857
79ZIZSHH,0.043319967
FQAL7ZLG,0.18416761
CETJBRCC,0.12254199
3JYOPSEN,0.46644032
9TMPJQQQ,0.51774305
YGYVTIYQ,0.5766932
DODQ4BPW,0.15938956
HSBHRFA2,0.04201468
KKTFAROJ,0.45627
VTHRR24J,0.11348532
2683TUEF,0.055483058
MA9XKHSQ,0.31155768
P2ALXB32,0.38330296
GVYNHF7J,0.06827328
R8MFPNYE,0.078270614
TNHAXFCC,0.053485684
6EKHCMCX,0.975978
9YTRZZBV,0.02396842
5TR6RJN2,0.16894247
IECNKXMW,0.029591303
DBVAFV9V,0.030563084
DESJIUOP,0.80369174
DULBXDQ4,0.18192263
D7DFBEPR,0.05143414
K2KFDJNR,0.8984157
HLEPEZHC,0.08131039
53DIPW8W,0.04263238
EHQ9HPFQ,0.055793054
MVKVWFNX,0.20277812
FFEE5Z33,0.045836058
G8CCGT3V,0.05378569
FWQJZWXK,0.062140334
HVYIUINB,0.845999
HLMK6RZK,0.8507792
RSVTKVRC,0.07376831
JLNQJT6U,0.1216281
JLNRKWTZ,0.056445774
2VQSXLEU,0.0623923
QTY7EJXX,0.16792387
IX8DLUJE,0.19488886
CAFW8FSZ,0.026819
9GNNACAL,0.11782968
YFTM7UY5,0.031102046
BY82WQUY,0.9896281
D536E3ZD,0.04930203
WVX9BJBH,0.055288807
TZTU3TBT,0.057380218
PFVNFTHC,0.048398983
LYXVMD8D,0.13128869
47CD55QJ,0.058887497
5W9R4PZV,0.8111693
IRUEHVN5,0.0685047
IYWAHUFN,0.04859853
6RQJRCM2,0.06373257
EQ57K4QV,0.29989776
XJHO73U6,0.36784098
NR5SEFRA,0.1751221
BSWTEN3F,0.04992253
AF8F2WUQ,0.04921734
FLGZTKSP,0.029899962
